Sentence,Emotion
"thảo_luận được nhiều vấn_đề .",Trung lập
"em mong cô có_thể đổi_mới phương_pháp để có_thể truyền_cảm_hứng học_tập cho sinh_viên chúng em có động_lực_học tốt hơn .",Trung lập
"sau đó là việc giảng_dạy quá tận_tâm nên phần_nào cũng nói đi nói lại từ 2 buổi trở lên nên làm mất nhiều thời_gian khi lên_lớp giảng_dạy .",Tức giận
"nhiều sinh_viên chán_nản , thông_báo nghỉ thì muộn , lên trường rồi mới nhận được thông_báo nghỉ học .",Buồn bã
"nhiệt_tình , hăng_say , quan_tâm nhiều đến sinh_viên , có phương_pháp dạy hay .",Vui vẻ
"cách thầy giảng_dạy không phù_hợp với em .",Tức giận
"nội_dung bài thực_hành hay , thầy truyền_đạt rất tốt .",Vui vẻ
"rất hài_lòng về mọi hoạt_động giảng_dạy .",Vui vẻ
"giảng_viên hay không đúng giờ .",Tức giận
"cô rất dễ_thương colonhihi .",Vui vẻ
"nên có thêm nhiều buổi thực_hành về web .",Trung lập
"có nhiệt_tình tâm_huyết .",Vui vẻ
"thầy vui_tính , hòa đồng .",Vui vẻ
"truyền_đạt không dễ hiểu .",Tức giận
"không song_song với kiến_thức được học ở lớp lý_thuyết .",Tức giận
"thầy vui_tính , dạy chuyên_sâu , nhiệt_tình .",Vui vẻ
"có sử_dụng website môn_học để trao_đổi tài_liệu .",Trung lập
"thường_xuyên đăng slide bài giảng lên hệ_thống moodle .",Trung lập
"luôn dạy đúng và đủ số tiết .",Trung lập
"thầy không up slide bài giảng lên website môn_học .",Tức giận
"nhiều bài_tập về nhà .",Tức giận
"giờ dạy nhiệt_tình .",Vui vẻ
"thầy dạy rất dễ hiểu và lôi_cuốn học_sinh .",Vui vẻ
"máy_chiếu phòng wzjwz126 quá mờ , đề_nghị được sửa sớm để phục_vụ tốt hơn cho học_tập .",Tức giận
"thầy rất hiền , thân_thiện và cố_gắng giảng .",Vui vẻ
"giảng_viên dạy hay , tích_cực .",Vui vẻ
"giáo_viên giảng tận_tình , đưa ra nhiều ví_dụ cụ_thể .",Vui vẻ
"cô cho nhiều bài_tập hay .",Vui vẻ
"kiến_thức cần rõ_ràng hơn nữa , sát với thực_tế .",Trung lập
"chưa đi_sâu vào nội_dung slide , hoạt_động trên lớp thường chỉ làm bài_tập .",Tức giận
"thực_hành chỉ cần theo hình_thức 2 , và gần như sinh_viên cũng không cần thực_hành nhiều trên trường , vì gần như_không được hướng_dẫn nhiều ở các buổi thực_hành .",Tức giận
"kiến_thức nói thì lung_tung , lan_man , dàn_trải .",Tức giận
"giáo_viên phát cho tài_liệu cũ nhiều năm mặc_dù chương_trình giảng_dạy trên lớp lại là tài_liệu mới .",Tức giận
"cách truyền_đạt kiến_thức rất hay , chắc_chắn và cụ_thể .",Vui vẻ
"giảng_viên nên hướng_dẫn để chúng em nghiên_cứu những vấn để mà mình cảm_thấy có khả_năng và yêu thích .",Trung lập
"giảng_viên nhiệt_tình , giờ rất chính_xác .",Vui vẻ
"nhà_trường biết đấy , khi mình học mà không biết mình học gì , khi mình làm mà không biết mình làm gì thì cũng giống như người mù đi giữa bóng đêm vậy .",Buồn bã
"thầy dạy tạm ổn .",Trung lập
"thầy giảng_dạy với tâm_huyết cho sinh_viên , có nhiều cách sáng_tạo khi giảng_dạy !",Vui vẻ
"thầy dạy rất đầy_đủ .",Vui vẻ
"sự nhiệt_tình , vui_tính .",Vui vẻ
"em kiến_nghị thầy điểm thuyết_trình và báo_cáo phải riêng .",Trung lập
"nên đưa môn_học này vào đầu lộ_trình học , ở năm nhất .",Trung lập
"không có điều gì không hài_lòng .",Vui vẻ
"cô dạy thực_sự rất buồn_ngủ .",Buồn bã
"phòng máy không đảm_bảo , nhiều máy bị hư , các bạn sinh_viên phải mang laptop theo , rất cực .",Tức giận
"cho các nhóm lên trình_bày để tránh việc các bạn copy bài trên mạng và không hiểu bài .",Trung lập
"tận_tình giải bài_tập trên lớp .",Vui vẻ
"giảng_viên tạo hoạt_động trong giờ học , giúp sinh_viên cải_thiện kỹ_năng nhóm .",Vui vẻ
"tiết học của thầy rất nhàm_chán .",Buồn bã
"em chỉ đăng_ký học để chuyển điểm nên em không biết .",Trung lập
"giảng_viên nhiệt_tình giúp_đỡ sinh_viên .",Vui vẻ
"cung_cấp nhiều kiến_thức mới , bổ_ích .",Vui vẻ
"môn này em học tệ nên không có ý_kiến .",Trung lập
"đề_nghị giảng_viên tập_trung hơn trong giảng_dạy .",Trung lập
"thầy dạy nhiệt_tình vui_vẻ .",Vui vẻ
"giáo_viên luôn giải_thích những gì không hiểu cho sinh_viên .",Vui vẻ
"không cần chú_trọng nhiều vào lý_thuyết chỉ cần áp_dụng các công_thức vào làm bài_tập .",Trung lập
"giảng_viên dạy khá tích_cực .",Vui vẻ
"nghiêm_khắc trong khi dạy , kiến_thức chuyên_ngành cao .",Trung lập
"dạy bài_tập kỹ .",Vui vẻ
"quản_lý các giờ làm bài_tập tốt hơn để tránh việc lãng_phí thời_gian trong tiết học .",Trung lập
"phòng thực_hành wzjwz34 có máy_lạnh hư , dẫn tới trong phòng đôi_khi rất nóng , phòng có trang_bị bảng sử_dụng bút_lông nhưng bút_lông luôn hết_mực khi giảng_viên cần sử_dụng gây khó_khăn trong việc hướng_dẫn của giảng_viên .",Tức giận
"dạy đúng giờ , nhiệt_tình .",Vui vẻ
"thầy dạy rất nhiệt_tình và tận_tâm , luôn chỉ_dẫn tận_tình những gì học_sinh không hiểu .",Vui vẻ
"cô giảng bài dễ hiểu , vui_tính , quan_tâm sinh_viên .",Vui vẻ
"em không định_hướng được mình sẽ học gì , khi học thì em không biết ứng_dụng vào thực_tế ra sao .",Buồn bã
"thiếu hướng_dẫn chi_tiết .",Tức giận
"thầy dạy rất nhiệt_tình luôn nhắc đi nhắc lại nhiều lần về bài giảng .",Vui vẻ
"giảng_viên rất vui_tính và nhiệt_tình trong công_việc giảng_dạy .",Vui vẻ
"không up slide lên moodle để sinh_viên dễ nắm_bắt bài giảng hơn .",Tức giận
"có nhiều phương_pháp giảng_dạy hay và nhiều cách giúp sinh_viên hoàn_thành bài tốt .",Vui vẻ
"thời_gian học không đúng so với lịch học .",Tức giận
"cung_cấp thêm tài_liệu môn_học .",Trung lập
"thầy dùng slide quá nhìu mà_lại lướt rất nhanh nên không theo kịp .",Tức giận
"cô dạy rất dễ hiểu , tận_tâm .",Vui vẻ
"giảng_viên lên_lớp đúng giờ , cho nhiều bài_tập hay và bổ_ích .",Vui vẻ
"truyền_đạt chưa tốt .",Tức giận
"quan_tâm , tận_tình giúp_đỡ sinh_viên .",Vui vẻ
"phương_pháp giảng_dạy phù_hợp và hiệu_quả , lôi_cuốn vào bài_học .",Vui vẻ
"cho nhiều ví_dụ minh_họa dễ hiểu .",Vui vẻ
"tận_tâm , nhiệt_tình , lớp_học vui_vẻ , thú_vị , dễ hiểu .",Vui vẻ
"có nhiều ví_dụ và giải_thích rõ hơn .",Vui vẻ
"nội dung trong slide còn hạn_chế .",Tức giận
"còn nói_chuyện lan_man , lạc_đề dẫn đến tốn thời_gian .",Tức giận
"thầy nói hơi chậm , còn rườm_rà dẫn đến nhiều sinh_viên không hiểu hết vấn_đề thầy nói .",Tức giận
"cô dạy rất dễ hiểu , nhiệt_tình với học_sinh , luôn hỗ_trợ học_sinh .",Vui vẻ
"thầy dạy có tâm , nhiệt_tình nhưng mà nói hơi nhanh chút_xíu .",Vui vẻ
"nên thêm phương_pháp giảng_dạy mới , thú_vị .",Trung lập
"giáo_viên chia_sẻ nhiều điều hay .",Vui vẻ
"kiểm_tra bài_tập về nhà chưa kỹ .",Tức giận
"slide bài giảng toàn chữ , màu nền xanh pdf làm tất_cả sinh_viên không_thể photo ra đọc .",Tức giận
"thầy dạy dễ hiểu , những phần khó hiểu thầy hay viết outline .",Vui vẻ
"thầy rất nhiệt_tình , giảng bài rất dễ hiểu .",Vui vẻ
"bài_tập nhiều và khó .",Tức giận
"tuyệt_vời !",Vui vẻ
"nội_dung truyền_tải chưa sâu , có phần_lớn thời_gian trên lớp giảng_viên chỉ chạy demo .",Tức giận
"có sự phối_hợp chặt_chẽ giữa giáo_viên lý_thuyết và thực_hành .",Vui vẻ
"sinh_viên khó tiếp_thu kiến_thức .",Buồn bã
"thầy dạy vui , hiểu bài .",Vui vẻ
"giảng_viên nghỉ dạy không thông_báo trước , nhiều lần lên trường và phải đợi đến 8h rồi về .",Tức giận
"ít trò_chơi vận_động áp_dụng vào bài_học , nội_dung chỉ đi theo tuần_tự trong sách giáo_trình , gây nên cảm_giác nhàm_chán cho sinh_viên .",Buồn bã
"có nhiều sinh_viên e_ngại trong việc hỏi bài vì_vậy giảng_viên nên sẵn_sàng giúp_đỡ sinh_viên làm bài_tập một cách_nhiệt_tình , vui_vẻ hơn đôi_khi sinh_viên cần .",Trung lập
"cần có một giáo_trình cụ_thể , tập_trung vào một lĩnh_vực .",Trung lập
"seminar hiệu_quả .",Vui vẻ
"tận_tình nhiệt_huyết với học_sinh .",Vui vẻ
"để khắc_phục tình_trạng này , em nghĩ giảng_viên lý_thuyết với giảng_viên thực_hành cần có sự thống_nhất với nhau về chương_trình học .",Trung lập
"viết đi viết lại nhiều lần nên giờ tóm gọn vài từ thôi :: độc_đoán , phân_biệt đối_xử , "" gia_trưởng "" , cứng_nhắc , lời_nói đôi_khi phản sư_phạm , xúc_phạm người nghe .",Tức giận
"tận_tình , không có thời_gian chết .",Vui vẻ
"môn_học này học khá nhiều nhưng mà_lại có 2 tín_chỉ thôi .",Tức giận
"dạy dễ hiểu và tận_tâm .",Vui vẻ
"các bài thực_hành nên bám sát thực_tế và có ứng_dụng thực_tiễn .",Trung lập
"giảng_viên năng_động , bắt_nhịp với lớp tốt .",Vui vẻ
"thầy nói rất nhanh nhiều lúc nghe không được !",Tức giận
"cần có các buổi thực_hành trên phòng lab để sinh_viên tiếp_cận thực_tế với các thiết_bị mạng , áp_dụng kiến_thức về lý_thuyết đã học để thực_hành .",Trung lập
"thầy dạy nhiệt_tình , dễ_tính .",Vui vẻ
"môn_học này rất hay và rất khó và rất đáng để học .",Vui vẻ
"do có nhiều giảng_viên dạy , cách làm bài khác nhau nhưng lại chấm bài chéo , khiến sinh_viên lúng_túng , điểm thi cũng có sự chênh_lệch .",Tức giận
"nhiệt_tình , vui_tính , dễ hiểu .",Vui vẻ
"cách giảng của cô rất hay .",Vui vẻ
"quá nhiều .",Tức giận
"rất nhiệt_tình giúp_đỡ học_sinh .",Vui vẻ
"cần có giáo_trình hay hơn .",Trung lập
"thời_gian học không bảo_đảm , không có dụng_cụ học_tập đầy_đủ , học cưỡi ngựa xem hoa chưa thể_hiện được tinh_thần võ đạo .",Tức giận
"thầy giảng nhanh .",Tức giận
"lý_thuyết có_lẽ thầy rất hay song về bài_tập có_lẽ hơi mập_mờ về kiến_thức , rất thường nhầm_lẫn .",Tức giận
"truyền_đạt được nhiều kiến_thức tổng_quát .",Vui vẻ
"học thoải_mái không ràng_buộc .",Vui vẻ
"giờ học_sinh_động , vui_vẻ .",Vui vẻ
"giảng_viên nhiệt_tình , đảm_bảo chất_lượng giảng_dạy .",Vui vẻ
"cải_thiện màn_hình slide , khó nhìn .",Tức giận
"bộ kit thực_hành hầu_như tất_cả đã hỏng .",Tức giận
"tận_tâm , vui_tính trong giờ giảng_dạy giúp giải_tỏa căng_thẳng .",Vui vẻ
"các yêu_cầu của môn cần ghi rõ .",Trung lập
"dạy nhanh , dễ hiểu , nhấn_mạnh những phần quan_trọng .",Vui vẻ
"giáo_viên không bám sát với sinh_viên , không nắm được sinh_viên cần gì .",Tức giận
"thầy cho các bài thực_hành cần dàn_trải đầy_đủ nội_dung học , đề thi thực_hành dài .",Tức giận
"các thông_tin về môn_học luôn rõ_ràng .",Vui vẻ
"giảng_viên truyền dạy kiến_thức mơ_hồ , chưa tận_tâm trong việc giảng_dạy ."
"cô rất nhiệt_tình và gửi nhiều tâm_huyết trong giảng_dạy , luôn hướng cho chúng em tiếp_cận nhu_cầu của doanh_nghiệp ."
khả_năng truyền_đạt kiến_thức cao .
tận_tâm nhiệt_huyết .
nhiệt_tình dạy dễ hiểu .
giọng nói hơi nhỏ .
giờ là 2014 rồi !
"những lúc không hiểu hỏi thầy thì thầy cũng ậm_ừ chứ không cho câu trả_lời , hoặc hướng đi chính_xác ."
"thầy dạy dễ hiểu thu_hút , nhiệt_tình bài_tập dễ hiểu ."
nhiệt_tình vui tinh thân_thiện .
bài_tập cần được phân_bố hợp_lý hơn .
"nhiệt_tình , khá dễ_tính trong việc báo_cáo các lab , có_thể để nhiều lab đến cuối kỳ báo_cáo một lần ."
"lớp sỉ số nên ít hơn , tầm 50 sinh_viên là ok ."
giảng_viên rất nhiệt_tình và đúng giờ .
tương_đối hài_lòng .
giảng_viên luyện đọc rất tốt .
cho thảo_luận nhóm khá hay .
dạy không rõ trọng_tâm .
giáo_viên tạo nhiều cơ_hội cho sinh_viên được luyện nói tiếng anh trên lớp .
thầy rất tốt .
"giảng_viên vui_vẻ , hoà_đồng , nhiệt_tình , giảng_dạy tận_tâm , thường_xuyên nhắc_nhở những sinh_viên lười_biếng , thường_xuyên nghỉ học đến lớp_học ."
"giảng_viên trình_bày các vấn_đề trong môn_học mang tính cập_nhật , chuẩn_xác và có liên_hệ thực_tiễn ."
thực_hành có nhiều bài_tập về thực_tế càng tốt !
giảng_viên có kiến_thức rộng và giảng_dạy nhiệt_tình .
"một phần do hoàn_toàn là tiếng anh , và tụi em vẫn chưa thích_nghi kịp ."
tăng thời_gian dạy_học để sinh_viên có nhiều thời_gian thực_hành tại lớp hơn .
thường thì đồ_án và bài_tập cuối kỳ rất nhiều .
cần có thêm nhiều tài_liệu phụ vụ nghiên_cứu và học_tập .
"nội_dung bài_học đều sát với thực_tế , lý_thuyết dễ hiểu ."
"thầy nhiệt_tình , vui_vẻ , dễ_chịu ."
"thầy vui_tính , tiết học sôi_động ."
giáo_viên tâm_huyết với bài giảng .
thà em ở nhà tự học còn tốt hơn là đi nghe đọc slide .
thầy đã giúp em nâng cao khả_năng lập_trình .
"có khả_năng truyền_đạt , chú_trọng đến kiến_thức hơn điểm số ."
"cô thân_thiện , nhiệt_tình , nhưng cô nên kể chuyện hay phà trò gì đó một_chút dotdotdot hi_hi ."
giảng_viên chu_đáo nhiệt_tình .
"dạy dễ hiểu , nhiệt_tình với sinh_viên ."
giáo_viên giảng bài hơi nhanh .
"thầy dạy hay , kiến_thức thầy có rất nhiều .",Vui vẻ
"cho thêm bài_tập và ví_dụ hiểu rõ cách cài_đặt thuật_toán .",Trung lập
"giáo_viên dạy thực_hành cần giảng_giải nhiều hơn cho sinh_viên hiểu .",Trung lập
"phương_pháp dạy thực_hành của thầy rất hay , chỉ cho mục_tiêu để thực_hiện , chứ không đưa code , từ đó các sinh_viên có cơ_hội tìm_hiểu chuyên_sâu về các bài thực_hành .",Vui vẻ
"thầy hay để thầy khác dạy thế , thầy dạy thế dạy không hiểu bài thầy dạy thế không cùng cách dạy với thầy wzjwz151 .",Tức giận
"tổ_chức tham_quan doanh_nghiệp .",Trung lập
"giáo_viên năng_động .",Vui vẻ
"thầy lên_lớp đúng giờ , nhiệt_tình trong giờ lên_lớp , truyền_đạt khá đầy_đủ kiến_thức .",Vui vẻ
"giảng bài dễ hiểu , vui_nhộn .",Vui vẻ
"chất_lượng tốt không cần cải_tiến .",Vui vẻ
"thầy giảng bài quá nhanh .",Tức giận
"cần sử_dụng web môn_học để thông_báo điểm thi cho sinh_viên .",Trung lập
"thầy dạy nhanh quá và ít cho bài_tập về nhà .",Tức giận
"ít bài_tập trên moodle .",Trung lập
"rất tận_tâm nhiệt_tình với sinh_viên .",Vui vẻ
"thầy cho bài_tập ví_dụ làm ngay trên giờ học lý_thuyết nên dễ nhớ hơn và nếu có chưa hiểu chỗ nào ngay trên ví_dụ cũng đc thầy giải_đáp ngay .",Vui vẻ
"đọc slide từ đầu tới cuối .",Buồn bã
"phương_pháp giảng_dạy của giảng_viên chưa tạo được sự chủ_động cho sinh_viên .",Buồn bã
"giảng_viên nhiệt_tình , vui_vẻ , phương_pháp truyền_đạt kiến_thức rất hiệu_quả .",Vui vẻ
"tận_tâm , giảng dễ hiểu .",Vui vẻ
"mong thầy giảng_dạy ở những môn tiếp_theo .",Vui vẻ
"nên cho sinh_viên những đề thi thử môn tiếng anh sao cho gần tương_tự trong đề thi thật để kết_quả học_tập nâng cao .",Trung lập
"mong thầy có_thể "" chấp_nhận "" những sinh_viên trung_bình , yếu .",Trung lập
"thầy dạy tốt , giọng nói to rõ .",Vui vẻ
"hậu_quả họ phải chép lẫn nhau .",Tức giận
"nhiệt_tình , dạy hay .",Vui vẻ
"môn_học cần_thiết và thiết_thực với ngành học .",Vui vẻ
"phần thực_hành này học 3 buổi .",Trung lập
"thầy nói tiếng anh có đôi_chút khó hiểu .",Buồn bã
"thầy cần tương_tác với sinh_viên và hướng_dẫn chi_tiết hơn trong những ví_dụ .",Trung lập
"cập_nhật nguồn tài_liệu cho sinh_viên .",Trung lập
"các thông_tin không được tải lên moodle .",Tức giận
"omg .",Trung lập
"cô nhiệt_tình trong giảng_dạy .",Vui vẻ
"thầy tận_tâm , nhiệt_tình , có chia_sẻ những kinh_nghiệm học_tập .",Vui vẻ
"giảng_viên vừa dạy vừa vui_tính làm cho buổi học không buồn_tẻ .",Vui vẻ
"mới chỉ là giới_thiệu phương_pháp cho không dạy cách sử_dụng phương_pháp .",Buồn bã
"có kinh_nghiệm , vui_vẻ nhiệt_tình .",Vui vẻ
"có mở_rộng nội_dung giới_thiệu về một_số nền tẳng mới như doubledot blackbery , tizen nền_tảng đa ứng_dụng doubledot phonegap , titanium , zun .",Trung lập
"các bài_tập hay .",Vui vẻ
"giảng_viên đến lớp đúng giờ , tận_tâm .",Vui vẻ
"cô đi dạy đúng giờ .",Vui vẻ
"giới_thiệu mục_tiêu của môn_học nên cụ_thể hơn và cách áp_dụng môn_học vào thực_tiễn sau khi ra trường .",Trung lập
"tạo sự vui_vẻ trong mỗi tiết học .",Vui vẻ
"thầy dạy rất hay và rất nhiệt_tâm .",Vui vẻ
"thầy hay tạo niềm vui hứng_thú cho lớp .",Vui vẻ
"môn_học này là không cần_thiết đối_với sinh_viên , nó không cung_cấp được điều gì rõ_ràng và bổ_ích .",Buồn bã
"thầy rất nhiệt_tình và đến lớp đúng giờ .",Vui vẻ
"cho sinh_viên nói với bạn , giao_tiếp tất_cả trong lớp bằng tiếng anh .",Trung lập
"em mong những lần sau thầy hãy gom lại những phần xử_lý giống nhau vào một câu thôi , sinh_viên làm được phần này đương_nhiên sẽ làm được phần kia .",Trung lập
"nên có nhiều tiết giải bài_tập hơn .",Trung lập
"hồ trợ tốt cho sinh_viên tự tìm_hiểu .",Vui vẻ
"lớp_học ồn .",Buồn bã
"thầy cho chép lý_thuyết chung_chung quá !",Tức giận
"thầy truyền_đạt rất tốt , rất lôi_cuốn và thuyết_phục .",Vui vẻ
"cô dạy tận_tâm , nhưng cách dạy nặng về ngữ_pháp nên nhàm_chán .",Buồn bã
"cô_giáo tận_tâm , dễ gần .",Vui vẻ
"thầy dạy tương_đối dễ hiểu .",Vui vẻ
"nhiều bạn trong lớp đã phải mua thêm ram , ổ_cứng để đáp_ứng nhu_cầu .",Buồn bã
"cô dạy vui_vẻ dễ hiểu .",Vui vẻ
"em nghĩ cần có thêm nhiều tài_liệu hướng_dẫn_giải bài_tập , học môn này hơn để sinh_viên có_thể tự học .",Trung lập
"giảng_viên có khả_năng truyền_đạt tốt dễ hiểu .",Vui vẻ
"dễ hiểu , biết lắng_nghe ý_kiến sinh_viên , đáp_ứng mọi yêu_cầu của sinh_viên .",Vui vẻ
"lúc đầu có thống_nhất không làm đồ_án nhưng cuối_cùng lại bắt sinh_viên làm đồ_án làm sinh_viên bất_ngờ !",Tức giận
"nên có thêm nhiều kỳ thi để đánh_giá kết_quả học_tập của sinh_viên .",Trung lập
"giảng_viên hay đi công_tác .",Buồn bã
"cách truyền_đạt bài giảng .",Trung lập
"slide giảng_dạy và slide trên moodle chưa thật_sự đồng_bộ với nhau .",Buồn bã
"cách giảng của thầy rất hay .",Vui vẻ
"cô dạy nhiệt_tình , gần_gũi và truyền_đạt dễ hiểu .",Vui vẻ
"phân_bố lại chương_trình học , cụ_thể là thầy fraction cô nên xem_xét_lại phần sort các loại sort khó nhất đặt cuối_cùng , rất khó để học cùng lúc và trễ phần code rất khó để hiểu nên nên được học sớm .",Trung lập
"thời_gian lên_lớp đảm_bảo , bám sát yêu_cầu của bài_học .",Vui vẻ
"thầy tận_tâm nhiệt_tình .",Vui vẻ
"phần thực_hành môn hệ điều_hành linux cần máy_tính cấu_hình mạnh để chạy 4 máy ảo cùng lúc , do yêu_cầu của môn_học thực_hành .",Trung lập
"nhiều seminar .",Trung lập
"hình_dung chưa , câu mà thầy hay hỏi nhất .",Trung lập
"dạy dễ hiểu , dễ nắm_bắt kiến_thức .",Vui vẻ
"thầy chuyên_nghiệp trong cách giảng_dạy và rất nhiệt_tâm .",Vui vẻ
"giáo_viên lên_lớp nhưng không giúp sinh_viên hiểu bài và chỉ làm_việc riêng của mình , mặc lớp thực_hành bên dưới .",Tức giận
"thầy nên nói chậm lại và phát_âm chuẩn hơn .",Trung lập
"nhiệt_tình , liên_hệ những vấn_đề có liên_quan rất tốt , bài_tập hay .",Vui vẻ
"môn_học cần "" mở "" hơn !",Trung lập
"thầy thường cho bài_tập củng_cố kiến_thức , bài_tập phong_phú , bao_quát kiến_thức lý_thuyết đã học .",Vui vẻ
"thầy lý_thuyết thì nói thầy thực_hành phụ_trách , thầy thực_hành thì đổ lỗi cho khoa và thầy lý_thuyết chưa phối_hợp ăn_ý .",Tức giận
"nhiệt_tình và giúp sinh_viên rèn_luyện kỹ_năng tốt .",Vui vẻ
"cô rất nhiệt_tình với học_sinh với từng bài giảng .",Vui vẻ
"nên hướng_dẫn cụ_thể và có ví_dụ dễ hiểu cho từng nội_dung môn_học .",Trung lập
"em thấy trong lúc giảng , thầy ví_dụ rất sinh_động , dễ hiểu .",Vui vẻ
"phòng thiết_bị khoa wzjwz49 cần được chuyển sang phòng khác rộng hơn , thay_vì là phòng nhỏ tí như cái kho , cần cho nhân_viên vệ_sinh thường_xuyên , bụi đóng dày cả lớp , thiết_bị ở phòng thực_hành cần thường_xuyên xem_xét sửa_chữa xem có đứt dây , lỏng hay hư_hỏng gì không , vệ_sinh bụi .",Tức giận
"thầy chấm điểm gắt .",Tức giận
"giọng thầy hơi khó nghe một xíu .",Buồn bã
"thầy tâm_huyết , vui_vẻ nhiệt_tình giải_đáp thắc_mắc của sinh_viên .",Vui vẻ
"nội_dung không liên_quan gì nhiều về chuyên_ngành .",Buồn bã
"thầy giảng nội_dung khó hiểu .",Buồn bã
"giảng_viên cần phải giảng và hướng_dẫn thực_hành từng bài_học của mỗi buổi học để sinh_viên hiểu và thực_hành được .",Trung lập
"thầy giảng rất chán , không giải_đáp hết thắc_mắc cho sinh_viên .",Buồn bã
"giao bài_tập về nhà để sinh_viên hoàn_thành và giờ sau lên bảng giải lấy điểm cộng .",Trung lập
"cô dạy rất nhiệt_tình , giảng bài dễ hiểu , luôn giải_quyết mọi vấn_đề thắc_mắc một_cách chi_tiết , cụ_thể .",Vui vẻ
"làm bài_tập dễ hiểu .",Vui vẻ
"dạy thiên về lý_thuyết nhiều , nên kết_hợp cả lý_thuyết và bài_tập vận_dụng trong cùng một buổi học để sinh_viên dễ_dàng nắm bài .",Trung lập
"cách dạy của thầy cứ như là đọc chữ trong slide ra , không bao_giờ có ví_dụ , có demo cụ_thể , sinh_động .",Buồn bã
"cô rất quan_tâm sinh_viên , giảng_dạy kỹ_lưỡng nhiều vấn_đề .",Vui vẻ
"giáo_viên hướng_dẫn thực_hành tận_tình khi sinh_viên có câu hỏi .",Vui vẻ
"được trải nghiệm thực_tế sẽ giúp cho môn_học thêm phần thú_vị và sự thú_vị đó sẽ tạp động_lực cho sinh_viên tự tìm_hiểu sau_này .",Vui vẻ
"nộp báo_cáo giữa kỳ không có hồi_đáp , đến lúc báo_cáo cuối kỳ thì lại bảo đề_tài các em báo_cáo không được phép chọn , mặc_dù đề_tài có trong danh_sách giảng_viên up lên moodle .",Tức giận
"phòng wzjwz64 lắp đèn gây khó_chịu mắt quá .",Buồn bã
"trang thiết_bị phòng học cần được nâng_cấp .",Trung lập
"tận_tâm , dễ hiểu .",Vui vẻ
"mong thầy đừng áp_đặt sinh_viên doubledot "" các kiến_thức này các em đã học ở môn tấn_công mạng rồi nên thầy không nói sâu về nó nữa "" .",Trung lập
"giao_tiếp tốt với sinh_viên .",Vui vẻ
"em cảm_thấy áp_lực và không thoải_mái trao_đổi với thầy , hỏi thầy mà thầy không trả_lời .",Buồn bã
"nên trang_bị mới loa và micro , vệ_sinh phòng học .",Trung lập
"các bài_tập về nhà và bài_tập kiểm_tra tại lớp giúp tụi em chú_tâm vào học_tập hơn .",Vui vẻ
"nên giảng_dạy chi_tiết hơn .",Trung lập
"slide bài giảng đầy_đủ rõ_ràng giáo_viên đúng giờ .",Vui vẻ
"nhiệt_tình, sửa một_số lỗi phần speak, củng_cố phần nghe - viết .",Trung lập
thầy rất nhiệt_tình và tâm_huyết.,Vui vẻ
"quá nhiều lý_thuyết, ít giải bài_tập.",Trung lập
phương_pháp giảng_dạy không phù_hợp với sinh_viên.,Tức giận
"theo em cần phải thêm thời_gian học cho môn này, vì 2 tiết tuần không đủ để giảng_viên truyền_tải tốt nội_dung cần_thiết của một kỹ_sư cần có.",Trung lập
"giáo_viên nhiệt_tình, phương_pháp giảng bài dễ hiểu.",Vui vẻ
"em không học thầy này mà sao lại có khảo_sát, em không rõ cho lắm.",Trung lập
"trong lúc giải bài_tập cho đến khi giải xong bài_tập, sinh_viên không thế hiểu được tại_sao ra được kết_quả và cũng không biết kết_quả nào là chính_xác để ghi_nhận.",Tức giận
em quí thầy nhưng em phải nói với thầy một_cách hài_hước và chân_thành rằng là việc điểm_danh trên lớp không hiệu_quả.,Trung lập
thầy nghỉ khá nhiều.,Tức giận
giảng không hiểu lắm.,Tức giận
thầy hơi nghiêm_túc và khó_tính khiến sinh_viên căng_thẳng.,Buồn bã
bài_tập cần đa_dạng và sát với nội_dung lý_thuyết hơn.,Trung lập
thầy giải và hướng_dẫn_giải bài_tập dễ hiểu.,Vui vẻ
cô dạy vẫn còn hơi khó hiểu ạ.,Tức giận
"cô dạy lý_thuyết ngắn_gọn, bài_tập thường_xuyên!",Trung lập
giảng_viên bỏ nhiều tiết học.,Tức giận
"giảng_viên dạy hay, giảng kỹ.",Vui vẻ
"giảng_viên dạy rất nhiệt_tình, chỉ_bảo tận_tình.",Vui vẻ
thầy rất đúng giờ!,Vui vẻ
dạy đầy_đủ.,Trung lập
thầy dạy hơi nhanh nên mong thầy dạy chậm lại và giảng kỹ hơn.,Trung lập
bài giảng hấp_dẫn.,Vui vẻ
giảng_viên nên cho nhiều bài_tập và hướng_dẫn kỹ cho sinh_viên làm bài.,Trung lập
ví_dụ của thầy cũng chưa rõ_ràng.,Trung lập
"em rất hài_lòng về phương_pháp, cách giảng_dạy cũng như cách thầy tiếp_xúc với sinh_viên.",Vui vẻ
điều đó làm tăng áp_lực cho sinh_viên.,Buồn bã
thầy cần tranh_luận với sinh_viên để sinh_viên dễ nắm_bắt kiến_thức hơn.,Trung lập
"thầy có dặn nên up lên youtube, nhưng do mạng nhà yếu nên em nén lại up lên mediafire thì bị trừ điểm.",Buồn bã
"giảng_dạy nhiệt_tình, tận_tâm, cách giảng_dạy dễ hiểu.",Vui vẻ
cần phải thống_nhất nội_dung học của lớp lý_thuyết và thực_hành.,Trung lập
