Sentence,Emotion
đm rơi mẹ điện thoại xuống đất 🙃,Trung lập
mới gọi điện thoại xong mới cười với tuii xong heheh anh đáng yêu vãi,Vui vẻ
bướng vừa vừa kiểu đáng yêu chứ mà lồng lộn thì thôi làm bà nội chứ yêu đương đéo gì,Tức giận
evn nó đéo thích đâu nhé .. nó chỉ giả vờ lươn lẹo nói thế thôi ..!? 😁😂🤣,Tức giận
thế mày nằm viện nào tao vào thăm luôn cho động lực,Trung lập
"xem mà đau lòng , đau lòng nhưng vẫn xem :((((",Buồn bã
cuộc sống thật chua cay với tao,Buồn bã
"trước đây mình không thích xem phim việt , nhưng mấy năm nay phim việt chiếu phim nào cũng hay . tự dưng không thích xem phim hàn quốc nữa .",Vui vẻ
"còn là học sinh nhưng tố chất lừa đảo đĩ điếm đã thể hiện ra rồi , nếu nó muốn nổi tiếng , thì đưa mặt nó lên đi thớt",Tức giận
"bọn 6 múi yêu nhau hết rồi , tao bụng mỡ đây , tao vẫn thích con gái đây !!!!!",Vui vẻ
trung thu là tết thiếu chi chả liên quan chi đến việc tao không có gấu,Tức giận
thằng nào con nào nuôi ác quá z,Tức giận
cám ơn đã cho tôi cuộc sống này,Vui vẻ
nghe tình vãi =)))),Vui vẻ
thất tình đi nghe nhạc chúng nó còn ngồi trước mặt ôm nhau . hận,Buồn bã
vô liêm sỉ,Tức giận
mẹ bế đứa nào thì là mẹ của đứa đó nhé,Trung lập
công nhận nó phê như vậy thật 😂,Vui vẻ
này thì câu thích 😂😂😂,Vui vẻ
lời được cánh của sắt tàu hỏa ngon rồi,Vui vẻ
"sửa luật , tóm cho vào tù . tình nguyện mãi sao được .",Tức giận
t coi đi coi lại mấy lần để xác định con nhện nó phóng qua tới cái điện thoại hay là nghệ thuật )))),Trung lập
lúc ra hà nội ở ngay phố đào tấn mà không biết chổ này 😢,Buồn bã
m vừa tuột quần xuống nó sẽ hôn con họa mi của mày,Trung lập
cả 2 đứa đều ngu khi có mồm mà không nói =]]],Tức giận
một thời để nhớ,Trung lập
đúng chất dân miền tây hahaha,Vui vẻ
24 tuổi thấy đời đắng và khá mặn,Buồn bã
một cái ỉn mông xong hết 😂😂😂 dăm ba cái võ thuật 😂😂😂🤣🤣🤣,Vui vẻ
đáng yêu quá . chúc ông bà thật mạnh khỏe mãi hạnh phúc như vậy 😍,Vui vẻ
per con người dù có bị trừ hết điểm cũng chạ thèm quan tâm ạ 🙂,Tức giận
vậy thì các bác chưa biết rồi,Trung lập
tài xế để não trong háng hay sao mà thích chơi ngu lấy tiếng thế,Tức giận
họ hành động quá đẹp,Vui vẻ
"xem phim mà cứ nhìn cặp chân của ổng , chân gì mà dài thường thượt . chồi ôi 1m87",Vui vẻ
đọc bình luận mới thấy nhiều người hãm thật sự :))),Tức giận
em nuôi con lợn mấy năm rồi mà vẫn trống rỗng huhu 😭😭😭,Buồn bã
nhìn bọn có người yêu khổ chưa kìa .,Trung lập
ước mơ tao 🙂 chỉ có thể sao chép lại và tao lên màu cực xấu !,Buồn bã
lúc buồn là đi phựt thì thôi rồi như kiểu cuộc đời đáng sống ý,Trung lập
thôi mày cố lên . đỡ rồi cũng tốt,Vui vẻ
"dume , em tao mà bị thế này thì tao xiên mỗi đứa một nhát , đi tù cũng được",Tức giận
đơn giản là thấy họ cười 😂😂,Vui vẻ
per 😂😂😂 còn nhớ không ???,Vui vẻ
hay lắm em êiiii,Vui vẻ
t nói tao bị ngỗng dí đúng sáng sớm bọn bạn cười tao . 😂 còn bồ tao thấy tao bị dí đứng cười 😪,Tức giận
nhớ lại kỷ niệm này buồn quá,Buồn bã
"thì rõ ràng là bịa mà , cơ bản để cảnh tỉnh suy nghĩ của con người hiện nay thôi bạn",Tức giận
"lúc trước ông với bà tao cũng thế , bây giờ thì ông bỏ bà đi trước rồi .",Buồn bã
tao mừng quá vì tao biết chắc chắn hôm nay crush của tao không bị thịt . ahihi .,Vui vẻ
xót thì mang về mà dạy đi . xưa đi học suốt ngày bị quỳ chép bài trên bục giảng chả sao giờ thì sểnh ra 1 tỵ là kiện tụng . đừng có lạm dụng mxh mà lên án người khác .,Tức giận
hôm qua xem cười lộn ruột,Vui vẻ
buồn là cái gì mày,Trung lập
tao ám ảnh việc lau sàn,Sợ hãi
mong ông bà được nhiu sức khỏe,Vui vẻ
có con gái thật tuyệt ! 😍,Vui vẻ
nhìn vậy thôi mày bóc tách múi ra là bình thường ngay mà,Trung lập
giống chuyện của chúng mình quá . chả biết sẽ cùng anh đi bao xa ... nhưng hạnh phúc khi có anh luôn bên cạnh ??,Vui vẻ
xem xong rồi mà có cảm thấy gì đâu ??,Trung lập
xấu còn đóng vai mất dạy,Tức giận
bọn lừa đảo,Tức giận
buồn quá buồn,Buồn bã
tuy dáng đứng có hơi lỏng lẻo nhưng những đường quyền của ông này thật như lol,Tức giận
nếu lái xe là dân đen thì thế nào chú . có dám đậu ở đóa không,Trung lập
khi đủ trưởng thành và kinh tế . cơ mà nhỡ bác sĩ bảo cưới thì cũng phải cưới thôi 😂,Vui vẻ
cho nghe lại cái khúc đó đi anh hai à :v,Trung lập
ông thần tài cũng không dám ăn luôn,Sợ hãi
buồn cho số phận 😢,Buồn bã
nhà tao nhận coi giữ xe nha :3,Vui vẻ
may cho mày con nhà gia đình khá . chứ nghèo như tao khổ rồi .??,Trung lập
mới thấy bài này trên phòng trọ đn nữa này . bạn ơi mình cùng thành phố này :v,Vui vẻ
cục súc vậy ai chơi,Tức giận
"bọn nó nhỏ mà đã có người yêu , còn tao thì ế :((",Buồn bã
cần địa chỉ để đặt một bạn người yêu có chiều cao như anh thứ 3,Trung lập
"hồi nhỏ đi ngang nhà hàng xóm con quỷ này dí tao từ ngoài đường vô tới trong nhà tao nó vẫn không tha , ba mẹ tao nghe tao la chạy ra chụp cổ nó quăng ra sân nó mới chịu đi . ám ảnh tuổi thơ 😅😅😅",Sợ hãi
chuyển từ thất tình sang muốn chết vì quá chán :((,Buồn bã
cái cuối phê vãi,Vui vẻ
"giá trị lịch sử văn hoá gần nghìn năm đã mất đi rồi :((""",Buồn bã
ý bảo mày treo cao vãi đấy . hạ tiêu chuẩn thấp chút bằng cách ngồi xa sóng ra đi tml .,Tức giận
năm nào cũng mua 2 cái đăng ảnh sống ảo xong cất ăn chống đói dần dần :),Vui vẻ
tao cute mà các mày,Vui vẻ
có tiền chưa chắc đã ngọt nhưng nếu không có tiền chắc chắn là đắng .,Buồn bã
ơ ̉ viê ̣ tao nam sao được như vâ ̣ y,Trung lập
tủi hổ với bản thân ghê khi tao vẽ người mà mẹ tao hỏi : hóa ra đây là hình dạng thực của quỷ sao ?😑,Buồn bã
đkmm xuống đáy biển mà viết luôn đi thằng lồn =)),Tức giận
đồ khùng cơm đâu có mắc đâu mà phải làm vậy .,Tức giận
"ủa tại sao không nghỉ việc luôn đi , hay lương tâm không còn chữ đức nữa",Tức giận
lấy củi chứ bao nhiêu rơm cho đủ,Trung lập
per không biết còn nhớ tên tao không nữa 😑,Buồn bã
viết tay phải mẹ mày đi . đụ mẹ mày :)),Tức giận
chuẩn bị hết ế :)),Vui vẻ
"cả 2 bà đều mất khi mình nhỏ , không hưởng thụ cảm giác này rồi",Buồn bã
"và mày chỉ cần lùi về sau , như ít quan tâm và nhắn tin lại mày sẻ cua được crush 😎😎",Vui vẻ
bạn có bố thật hạnh phúc,Vui vẻ
ý thức 😂,Trung lập
"dume mày là con gái đó , còn tao thì :dume mày có xuống không thì bảo",Tức giận
per trung thu chia tay gấu à ? bất hạnh nhỉ,Buồn bã
bông hoa nhài cắm bãi cứt trâu :)),Tức giận
oimeoi tao thấy được tao ngày xưa đây rồi =))))),Vui vẻ
t không nghiện trà nên tao thấy bình thường mà,Trung lập
cắt . cảm ơn đoạn giả dối kia đã giúp các bạn trẻ có thêm niềm tin về 1 tình yêu đẹp 🤣🤣 riêng tao đéo tin nhé,Tức giận
hahahaha tao mắc cười ghê . nhớ cái hôm sinh nhật tao ghê . chắc mấy mẹ ở guru cũng rủa dữ lắm hahaha per,Vui vẻ
chuẩn 😏😏😏,Vui vẻ
một mình tao ăn hết 1 nồi lẩu từ lúc tối 😭,Buồn bã
dm chúng mày bị bệnh à kiện chết con mẹ mấy thằng ấu dâm bệnh hoạn này đi,Tức giận
con trai giờ mất giá v luôn hã mấy chế :))),Tức giận
per kỷ niệm nè !!!,Vui vẻ
per nếu bạn chưa có việc làm :v,Trung lập
có 1 đứa hợp tác vậy là cũg quý hoá quá rồi,Vui vẻ
dume nhát ma vậy ai coi,Tức giận
chiến lược kinh doanh của người nhật thật đang suy nghĩ,Trung lập
quả váy màu hường nam tính .,Trung lập
"ngồi xa ra đụ mẹ mày :""))",Tức giận
😐😐 phê hơn lá chuối,Vui vẻ
per phá gia chi tử chính nó ????,Tức giận
tuổi trẻ tài cao là đây,Vui vẻ
nhìn móng tay bác này mà tao thèm lòng chó quá per,Vui vẻ
thật là đáng sợ,Sợ hãi
"hiện tại mình cũng muốn kết hôn lắm . ngặt nỗi hai gia đình ngăn cản giữ dội , phản đối kịch liệt chuyện hai bọn mình đến với nhau :( nhất là chồng cô ý",Buồn bã
đó là khi anh per cưới vợ đó 🤣,Buồn bã
vui tính quá ?? vừa kết bạn xong ??,Vui vẻ
😑 con trai chỉ thích gái lùn thôi . tao biết mà . nhưng cô gái cao như tao đi cạnh sẽ giống 2 thằng đàn ông lắm,Tức giận
"cấm dừng đỗ thì bạn gọi công an phường , post lên đây làm gì",Tức giận
coi như giải thích rồi nhé,Trung lập
ngôi nhà bên dòng sông rõ đẹp . tiếc là sông toàn rác,Tức giận
"nói chứ uống đi , 1 ly thì giảm ăn một bữa sẽ không khiến mày phì đâu .",Vui vẻ
đứt quả chuối trong mồm . đéo dám nghĩ kết quả lun,Sợ hãi
mới đi nhổ răng số 8 và chụp 😞,Buồn bã
nghe ức chế vãi lồn nhỉ . dume mẹ bọn con trai,Tức giận
sự thất bại của giáo dục,Tức giận
cưng thế =)),Vui vẻ
bóng đá thể thao mà làm mấy cái thể loại băng ron khích tướng vãi .,Tức giận
ui nghe ấm thế,Vui vẻ
hồi sinh viên mình dùng cái này đó,Trung lập
sao mình gặp toàn thằng mất dạy hay bắt nạt mình nhỉ ? tuổi thơ bất hạnh :),Buồn bã
có gì mà vinh quang một bàn tay bị tật,Tức giận
"thiệt tình chỉ thấy gớm thôi , chớ chẳng hay ho gì .",Tức giận
câu chyện cổ tích thật ý nghĩa 😂😂,Vui vẻ
per năm nay 2 đứa quyết định ngồi hay đứng kkk,Vui vẻ
chúng mày nhục thế đéo dám công khai ảnh của chúng mày đi,Tức giận
tội thằng per vãi,Buồn bã
huhu lần trước đi chụp răng . thằng kĩ thuật viện cho bạn vào cái máy to đùng xong nó bảo ngồi im . nó bật máy xong chạy ra ngoài đóng cửa với tốc độ ánh sáng .,Buồn bã
mai đi bán miếng năng lượng thôi 😂,Trung lập
cái khó ló cái khôn :))),Vui vẻ
per nó tấn công tao với mày đó,Trung lập
hồi nhỏ tao đi bệnh viện chỉnh hình về kể mọi người là có ông kia ho gãy xương sườn đéo ai tin cả ??,Trung lập
vợ với con chả được tích sự gì ! toàn làm hết hồn ??,Tức giận
"đù . tròn ung ủng , chân tay ngẵn cũn như tao nhảy sao",Buồn bã
k nuôi thì cho người muốn nuôi đi chứ để em nó bọ ve tùm lum sót quá ????,Buồn bã
và ông đã có nỗi buồn mới thay vì buồn thất tình,Buồn bã
per kết truyện chất ghê :)))))),Vui vẻ
"rớt mũ trước , sau là rớt đầu . con với cái mắc dại thiệc 😂",Tức giận
"hôm bữa đi ngang qua , thấy hết con mẹ nó hồn",Sợ hãi
vl thánh nào ghép nhạc lầy vãi,Trung lập
per tao với mày làm chung thì sao nhể 🤗🤗🤗,Trung lập
hay lắm . thằng anh giúp 2e thêm yêu lao động,Vui vẻ
bao giờ lại chiếu ạ,Trung lập
anh ơi đây này per,Trung lập
cho nó ăn rau má đi,Trung lập
mong manh dể vở 😂😂,Buồn bã
về vườn rồi sớm quá,Trung lập
thanh niên co ́ em hoan hy ̉ qua ́ :))),Vui vẻ
có ai thừa biết nó sẽ nhảy vào điện thoại nhưng cuối cùng là vẫn giật mình không 🤣,Vui vẻ
ranh con mà láo toét . xem đến đoạn này mà phát bực,Tức giận
nó đang lợi dụng mày,Tức giận
k bă ̀ người 1 con cho ́ anh =))))),Tức giận
lũ kiến ở nhà mày thích vậy .,Vui vẻ
per tập gym xong để đi nhảy thế này à 😂😂😂,Trung lập
per năm sau nhớ lấy gối ra quỳ luôn ha 🤣🤣🤣,Vui vẻ
vn nó là vậy,Trung lập
đây là video hay và ý nghĩa 😊,Vui vẻ
đcm hả hê cái lol gì chuyện này cơ chứ,Tức giận
hài bựa nó vẫn hay hơn bọn cố tỏ ra chảnh trong khi như lol :)),Tức giận
không có đạo đức nghề nghiệp rồi :))),Tức giận
"ngày ngày đều nhìn qua cửa sổ chờ nó đi học ngang qua , nhìn sau lưng thôi cũng đủ vui rồi hhhhhhhhhhhhhhhhhhhhhhh",Vui vẻ
nhìn vừa tội vừa thương ????,Buồn bã
con bé xinh thế,Vui vẻ
cho tao hỏi tình hình bà mẹ thế nào rồi 😂🤣,Trung lập
chúc bạn có một ngày vui vẻ 😳,Vui vẻ
mấy con lồn này lắm nữa 🙂,Tức giận
xong là phê lắm mày,Vui vẻ
"nhiều người nói con này giả ngu câu thích , nhưng xem lại nhiều lần thấy nó ngu thiệt chứ không phải giả bộ",Tức giận
tâm sự không đúng người ngoài việc họ cười vào mặt bạn,Sợ hãi
đậu xe kiểu vô văn hoá .,Tức giận
kể cả là câu chuyện không có thật thì nó vẫn là một lời nhắc . sân si cái đầu buồi à .,Tức giận
boss có bộ đồ ngủ đĩ thõa ghê gớm 😅,Vui vẻ
tao ghét nhất mấy mẹ ngoài bắc cứ ỉ lớn tuổi hơn là có quyền chửi người khác là láo toét trong khi mình nói chuyện như l đcm gặp tao tao rút chìa khoá xe của mụ ném ra thật xa cho đi nhặt xem lúc đó gọi con bả kiểu gì . moá lắm lúc không muốn tạo nghiệp mà gặp mấy con mẹ già mất nết này điên thật chớ,Tức giận
tự hào ngồi mâm dưới,Vui vẻ
ôi vãi mình lên fan cứng rồi cơ 🤗,Vui vẻ
dù ra sao vẫn giữ nụ cười và sự tự tin,Vui vẻ
quảng cáo đéo gì tao thấy đáng sợ vãi .,Tức giận
lêu lêu đồ con nuôi,Tức giận
này gọi là theo kịp thời đại :)))),Vui vẻ
ụa cho fa đọc chi rựa huhu,Buồn bã
êu ơi mỏng manh thế ??,Trung lập
rất hợp lí,Vui vẻ
còn tệ hơn năm ngoái,Buồn bã
nụ cười của crush kích thích vãi :)))))),Vui vẻ
cười vãi :)),Vui vẻ
ôi đáng yêu quá . đến bao giờ người đàn ông như thế nào mới xuất hiện trong cuộc đời tôi đây,Vui vẻ
đâu nhất thiết mỗi cầu đường hả bạn ?,Trung lập
dẹp . đéo lưu luyến .,Tức giận
"địt mẹ , mình làm khách sạn , lúc vào check phòng kinh vãi lôz . ai họ có ý thức thì không nói , chứ đôi nào mà ...... thì thôi hôm đấy cô dọn phòng xác con mẹ nó định",Tức giận
đỗ góc cua như này thì khuất tầm nhìn quá . chs bênh,Tức giận
"hồi lúc tao ăn lạp xưởng mắc xương , nói mà cũng đéo ai tin . tao hiểu cảm giác của mày lắm ?",Vui vẻ
tao bướng nhưng mặt đéo đến nỗi như con bé kia 🤣,Vui vẻ
"quỷ cái chứ ma đâu mà ma , haha",Vui vẻ
là khi gặp nhau mọi suy nghĩ buồn bực trước đó nhường chỗ cho cậu :)),Vui vẻ
"tao đã từng bị , gào thét không 1 ai quan tâm . 1 lũ hơn chục thằng con trai đến bây giờ nhìn mặt lại từng thằng tao vẫn căm . hôm đó tao xuýt chết đuối đmm lũ lol nghiệt súc ấy vẫn chưa bị quả báo",Tức giận
"giận lại làm gì , cứ để cho anh yêu thời gian thoải mái . khi nào thấy ổn sẽ tự động xuất hiện còn không xuất hiện nữa thì tự hiểu = ))",Trung lập
"đến giờ , em vẫn đang đợi anh , người sẽ đúng và thời điểm sẽ đúng",Vui vẻ
bài mà từng nghe khi tổn thương lần đầu,Buồn bã
per huhu mất đi đồng nghiệp 😭,Buồn bã
độc nhất vô nhị . kkkk,Vui vẻ
ác vãi,Tức giận
"nếu không có câu "" per cổ tích per , tao sẽ vả thằng add vỡ mồm ....",Tức giận
ra đường không cầm theo đá phong thủy rồi,Trung lập
cũng muốn có những hành động đáng yêu nv,Trung lập
per nói bao nhiêu lần cũng không thấy đủ ... em yêu anh,Vui vẻ
không ai cho không ai cái gì . đừng nghĩ rằng cho đi sẽ nhận lại được điều tốt đẹp,Tức giận
chuẩn rồi bác . :)))),Vui vẻ
bẩn quá,Tức giận
rất vui mừng khi ông ấy rời việt nam an toàn tuyệt đối ....,Vui vẻ
"lại 1 đứa nghĩ trump chỉ làm trò , haizz",Tức giận
tưởng tao sợ ư từ cái lần mày dọa rắn tao và tao rơi điện thoại cuối cùng vỡ màn hình là tao đéo sợ nữa nhớ,Vui vẻ
nhìn quả pin ngứa mắt vãi,Tức giận
chắc đây là chuyện không có thật thôi . mình đọc qua cũng biết chắc chắn không thể là chữ trẻ con được,Trung lập
tao cũng đang là con ghẻ của tạo hoá,Buồn bã
không cho giáo viên cái quyền gì thì lấy gì mà dạy nhất là thời buổi lố lăng như bây giờ ... nó quỳ lúc nhỏ khi nó sai còn sửa được đợi lớn lên thì bố mẹ quỳ nhìn nó vào nhà đá,Tức giận
tuy truong hop thôi cha me tao ra ma không thuong doi su te thi lam sao con no thuong lai thôi xua khac gio khac cu so sanh voi thôi co dai chan,Trung lập
"mình từng chứng kiến trong lúc khám bệnh , con nói chuyện mẹ mà như bà nói chuyện với cháu .",Trung lập
cách anh ấy chạy thật là đàng ông quá đi mà 😂😂,Vui vẻ
nhìn quả mặt nó làm tao thoả mãn vãi,Vui vẻ
cười đau ruột 🤣🤣🤣,Vui vẻ
sắp có thực đơn món mới 😍,Vui vẻ
ráng ăn cho nhìu vô ỉa cục cức dài hơn móng tay ổng luôn kk,Vui vẻ
hihi : chúc mừng đại kỷ nguyên có lắm người yêu,Vui vẻ
mình nghĩ không nên công khai đâu dù gì họ đã biết sai giờ công khai ra chẳng khác nào khiến tâm lý của họ suy sụp hơn,Trung lập
ác nhất là thằng quay phim . bảo đảm nó biết trước mà cố tình không nói cho tài xế biết để bỏ cái tật ngu .,Tức giận
"bỏ ghê người ta ngồi ngại đều phải mua nước thoii , ý tưởng hay :)))",Vui vẻ
đúng . t vẫn lun chờ đợi đứa đó dọn dô cuộc đời t sống .,Vui vẻ
hồi xưa tao bị tiêu chảy kèm ho đã sợ vãi . giờ ho không thôi cũng sợ nhỉ . ??,Sợ hãi
"mặt mất dạy nhỉ , câng câng luôn",Tức giận
phải rọ mõm chủ mới đúng,Tức giận
"thích cái câu , có mỗi thằng con rể đểu mà cứ xoắn cả lên 😂😂😂",Vui vẻ
cái gì vui vậy mọi người :)),Vui vẻ
đơn giản vì nó đéo còn yêu mày nữa rồi ==,Tức giận
nó tăng động y như tao dị đó :)),Vui vẻ
per đừng luyện ngôn tình nữa .. chờ cái này xem đi 😂,Trung lập
tôi làm trades . lương tôi không có .. chỉ có thu nhập thôi có tính là cao nhất việt nam không ??? tháng tôi kiếm từ 3000 - 5000,Vui vẻ
mày không sai thì chẳng lẽ tao lại sai à ?,Tức giận
chúng ta nói với nhau nhiều quá nên bao giờ không còn gì để nói với nhau 🙂,Buồn bã
tao thấy mấy thằng đi sh 10 thằng thì 9 thằng không mũ ngông nghênh . ngồi trên xe thì dume mặt cứ nhìn lên trời =)) đéo hiểu chúng nó sĩ oai cái lol gì luôn .,Tức giận
"thương các con quá , lũ khốn nạn vì lợi trước mắt ma tội cho bọn trẻ , bọn này cho chết het",Buồn bã
tôi đã giữ lại mấy cái giấy note đã ghi chú khi nào kiểm tra =))))),Vui vẻ
nhớ thời ở ký túc xá quá đi per,Vui vẻ
có rất rất nhìu thanh niên ở đây bị đứt dây thần kinh hài hước,Tức giận
dcm . ngày bé tao sợ nhện vãi . xem phim thấy yêu tinh nhện,Sợ hãi
tao còn phải đợi 3 tháng nữa là đủ 1 gia đình nhỏ rồi,Vui vẻ
per suốt ngày bắt người ta đi tập gym nè >.<,Tức giận
tỏ tình đại ai dè dính lun :))),Vui vẻ
nhớ nhé đồng nghiệp haha,Vui vẻ
nguy hiểm,Sợ hãi
sao mọi người gắt gỏng thế nhỉ ? hai anh chị đấy làm cho vui thôi mà lắm người tỏ ra nghiêm túc thế không biết :<,Tức giận
nghe bài này nhớ nyc vãi,Buồn bã
một người đàn ông bản lĩnh thực sự 👍,Vui vẻ
mặt tao như này ai mê cho nổiiiii,Buồn bã
ngựa ngựa ghi tay trái đồ :)),Tức giận
có ai đéo hiểu gì như mình không mình trong sáng vãi heee,Vui vẻ
mình cũng một thời gắn bó với nó,Vui vẻ
còn tao là thoát khỏi 3 năm nói riền và 12 năm nói chung thảm họa của cđ hahaha 😆😆😆😆,Vui vẻ
cái gì nó cũng có hạn sử dụng cả 🙂,Trung lập
"mẹ kể hồi nhỏ nuôi con ngỗng thay chó canh nhà . ăn trộm mà vào thì chạy đằng trời với nó , cả bầy lao ra quạt với táp , khi gia đình vác gậy chạy ra thì thằng ăn trộm nó ôm cây trên tít cành cao , áo quần tóc tai lủng máu me tè le . gia đình phải cứu ăn trộm má mấy mẻ còn không tha , 2 3 con vẫn dí nhảy hàng rào dí theo ăn trộm . phải nói dí bao dai mà cục súc vê lờ .",Vui vẻ
đồ con ngỗng ngu ngốc 😂,Tức giận
thấy xấu hổ thay cho thớt . không hiểu gì về ô tô hay không được trải nghiệm nhiều thì nên lom dom nghe ngóng,Tức giận
thứ mất dạy,Tức giận
nhắn mà ấm lòng nhờ :))) ra gặp anh shipper đẹp trai nữa thì chủ thớt rụng hết buồng trứng :))),Vui vẻ
per chúc bạn may mắn,Trung lập
bây chửi kệ bây ! riêng tao thik phá trong trường hợp này 😂,Vui vẻ
à ừ đúng rồi tin người quá đến lúc nó đâm cho cũng không biết,Tức giận
mình hỏi rồi mà họ nữa muốn bán nữa không bạn để hôm sau lên hỏi lại lần nữa,Trung lập
"nhớ trung thu năm ngoái , đứng nhìn các cặp tình nhân ôm hôn , nắm tay nhau ... chạnh lòng lắm !😞",Buồn bã
cái này ma cái kết gì đâu thằng nhìn thì không bị thằng không nhìn thì bị vãi,Tức giận
có lẽ vậy,Trung lập
bố mẹ tao đọc được tin này + xem cặp lá yêu thương nữa thì bữa trưa nay tao không dám ăn cơm mất .,Sợ hãi
thực trạng học tiếng anh từ 6 đến 12 mà không biet giao tiep,Tức giận
per quán bán mì quảng cũng có mùi đó mày :)))),Trung lập
đau bụng vãi hix,Buồn bã
"mới đầu mày sẽ thấy vui , từ từ nó quậy cho mày ????",Sợ hãi
ngày đi học . có lúc đang ăn cơm . bố hỏi . per năm nay học lớp mấy rồi con ☺ t không hiểu bố tao hỏi cái gì 😭,Buồn bã
thằng điên,Tức giận
"1 câu mà người ta hay nói , đắng như vị đời 😌",Buồn bã
các bạn nữ đập đầu vào tường chết hết rồi,Buồn bã
óc chó còn cố tiếc kéo ôtô lại mới hài chứ . sao nó không ngồi trong xe cho chết mẹ nó đi,Tức giận
per hàng hiếm nhà mình,Vui vẻ
sao mình không thấy mình vậy ta ??,Trung lập
ăn chọp chẹp cái dume chú à . ghét nhất kiểu ăn vô duyên mất lịch sự này . ăn cà chọp cà chẹp miệng đéo kín được ấy . nghe ứa tai vãi,Tức giận
ngỗng chuyên gia mổ háng người ta . đứng không làm gì nó cũng sáp tới tấp . chạy muốn tuột quần .,Tức giận
thấy cưng gì đâu,Vui vẻ
tao chỉ tag thế thôi mày hiểu thế nào thì hiểu per,Trung lập
"quần áo với xe thế kia là biết gia đình điều kiện tnao rồi 😂 anw , mong ông bà luôn khỏe mạnh , vui vẻ < 3",Vui vẻ
mấy con này phải có ngày mấy thằng xe lớn nó tông vào cho lát bét đi . đi ra đường chùm kín người đến nỗi không bật xi nhan xe mà cứ qua tao bị mấy lần vì mấy con này,Tức giận
độc mà lần nào đi viện cũng bắt chụp 😭😭,Buồn bã
"con gái mình chỉ vì đến bữa không chịu xuống ăn cơm , cứ du rú trong phòng nên bị bố quát xuống ăn cơm thôi , thế mà nó còn lầm lì vì bị mắng oan đấy",Trung lập
tao mợt bây quá 😂😂😂,Tức giận
"giọng nói , ngữ khí đi vào lòng người vãi . mắt chị gái đẹp thế 😻",Vui vẻ
1 lần thôi cũng đủ xao xuyến anh rồi,Vui vẻ
"ôiii vãi , dume nhìn thôi tao đã sợ rồi . từ nhện nhỏ đến nhện to không con nào là tao không sợ :((",Sợ hãi
78 thằng đéo có ý thức,Tức giận
đã từng nên tao hiểu cảm giác ấy . vừa tiếc ly trà sữa vừa phải lết xác đi giặt cái balo,Buồn bã
"phim hay , nhưng mà lần đầu xem là cùng nyc nên .. 😐",Buồn bã
"nhiều kỷ niệm đẹp , giờ nhìn mấy đứa nhóc đi học mà muốn quay về quá khứ .",Buồn bã
đang buồn cần 1 người nhắn tin tâm sự hằng đêm,Buồn bã
cười vào mặt mấy đứa không có người yêu :))),Vui vẻ
"k dịch nốt đi , dịch nửa vời thế , dume",Tức giận
ối dồi ôi ! như con lợn hồng vậy ! haha,Vui vẻ
cháu tao thì có vẻ như có phần chững chạc hơn =))),Vui vẻ
"hôm trước tao đi chơi về đường vắng nên chạy nhanh , vừa qua cua anh cảnh sát chạy ra chặn làm tao sợ chetme vì giấy tờ không có bằng lái thì chưa thi lại còn thiếu abcxyz",Sợ hãi
dm đạp xe đã mệt lòi cứt ra xong còn hỏi hỏi cái beep,Tức giận
tình yêu thật nghiêm túc . thì nên bắt đầu . không phí thanh xuân một người con gái lắm !!,Trung lập
tiền nhiều để làm gì khi tình không còn,Buồn bã
t chỉ sợ cảnh đấu kiếm :((,Sợ hãi
:v buồn cười ghê .,Vui vẻ
phim ấn độ duy nhất tao xem mà không cảm thấy vật lý logic quá khó hiểu dù thật ra trong phim này nhiều kiến thức hại não thật ; )),Vui vẻ
tao cũng sắp bị đuổi ra khỏi nhà roi,Trung lập
per mùa này mà làm cú mền này giữa trưa 40 độ hết sảy =]],Vui vẻ
"lúc nhỏ nấu bằng này không , nấu hơi bị ngon , tạo cơm cháy ăn bao riềng",Vui vẻ
ngồi suy nghĩ 1 hồi xem trái hay phải rồi mới nói được . khổ vãi mà !,Buồn bã
đã check rồi lại còn đoán :)) em vui tính giống anh đấy :)),Vui vẻ
t cho mẹ tao xem và đã bị ăn vả . đéo hiểu vì sao,Tức giận
chả có gì vui 😏😏😏,Tức giận
thương chỉ sợ em không cho anh cơ hội thôi,Buồn bã
dume . cuộc đời mày ơi . không làm gì được thì cười cho nó qua đi mày,Trung lập
lâu lắm rồi chưa ăn được miếng cơm cháy .,Buồn bã
"đã xấu còn ngáo , lại còn tham ăn nữa ??????",Tức giận
nói tới thì lại dỗi bỏ được mấy đồng ra rồi bày ra như chuồng lợn í thức đéo khác gì con lợn .,Tức giận
"tao bắt con tao quỳ ở góc nhà suốt , nó mà biết nhục , biết tự trọng nó sẽ không để phải bị quỳ",Trung lập
tởm nhìn đã kinh,Tức giận
per nhớ cái này không haha,Vui vẻ
per b trà ơi . năm nay là pải mạnh dạn và bất chấp nhé 🤣🤣🤣,Vui vẻ
thế cây này có được gọi là cây tình yêu không ??,Trung lập
per câu chuyện ngắn gọn trọn tình 😂😂,Vui vẻ
"per nghe rv thấy cũng hay nè , liên quan đến bùa ngải các kiểu có vẻ hấp dẫn :v",Vui vẻ
nghe thôi đã thấy chảy hết nước miếng rồi =))),Vui vẻ
per =)))) đáng sợ vãi,Sợ hãi
